SentenceID,sentence,source,IntervsIntra,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CauseEffect Answer,Model Answer CE,EXPorIMP,sentential_scope,Evaluation,Primary Error,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope,Model,Prompt style,Score,CauseEffect_is_list,Exact Match
2695,Generally tsunamis caused by landslides or volcanic eruptions dissipate more quickly than Pacific-wide tsunamis caused by some earthquakes and rarely affect coastlines distant from the source.,CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused', 'affect']",2e,"[('volcanic_eruptions', 'tsunamis'), ('landslides', 'tsunamis')]","[('landslides or volcanic eruptions', 'tsunamis dissipate more quickly'), ('some earthquakes', 'Pacific-wide tsunamis'), ('tsunamis caused by landslides or volcanic eruptions', 'rarely affect coastlines distant from the source')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4472,"If the government succeeds in seizing Mr. Antar 's assets , he could be left without top-flight legal representation , because his attorneys are likely to quit , according to individuals familiar with the case .",ECI-B_CTB_EN.csv,intrasentencial,explicit,Yes,['because'],2e,"[('attorneys are likely to quit', 'mr. antar could be left without top-flight legal representation'), ('government succeeds in seizing mr. antar‚Äôs assets', 'attorneys are likely to quit')]","[(""the government succeeds in seizing Mr. Antar 's assets"", 'he could be left without top-flight legal representation'), ('his attorneys are likely to quit', 'he could be left without top-flight legal representation')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2097,Surgical failures were caused by core detachment resulting in large tears of the sinus membrane.,CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused', 'resulting']",2e,"[('core_detachment', 'surgical_failures'), ('core_detachment', 'large_tears_of_the_sinus_membrane')]","[('core detachment', 'large tears of the sinus membrane')]",['explicit'],['intrasentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8816,"Among patients with metabolic dysfunction-associated steatotic liver disease, some developed moderate to severe periodontitis. This severity of periodontitis resulted in higher all-cause mortality. Additionally, cardiovascular mortality rates increased in those with more advanced periodontitis. Because mortality was greater, attention to periodontal health became a priority in this patient group.",PubMed,Intersentential,explicit,Yes,"""resulted in"", ""Because""",2g,"[('developed moderate to severe periodontitis', 'higher all-cause mortality'), ('advanced periodontitis', 'cardiovascular mortality rates increased'), ('mortality was greater', 'attention to periodontal health became a priority')]","[('patients with metabolic dysfunction-associated steatotic liver disease', 'attention to periodontal health became a priority in this patient group'), ('severity of periodontitis', ''), ('more advanced periodontitis', ''), ('mortality was greater', '')]","['explicit', 'explicit', 'explicit', 'explicit']","['intersentential', 'intersentential', 'intersentential', 'intersentential']",0,False Negative,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7206,"Building on scenario 89, A nation's initiative to digitize public services was followed by an increase in government efficiency. Concurrently, there was a rise in digital literacy among the population and advancements in digital security technologies.",causalnet.csv,Intersentencial,implicit,Yes,,2h,"[('initiative to digitize public services', 'increase in government efficiency.'), ('initiative to digitize public services', 'global environmental agreements and an increase in public funding for sustainability initiatives.')]","[(""A nation's initiative to digitize public services"", 'an increase in government efficiency'), (""A nation's initiative to digitize public services"", 'a rise in digital literacy among the population'), (""A nation's initiative to digitize public services"", 'advancements in digital security technologies')]","['implicit', 'implicit', 'implicit']","['intersentential', 'intersentential', 'intersentential']",0.33,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8644,I took the garbage out. The garbage made the kitchen smell bad.,copa,Intersentential,implicit,No,,2d,"[('The garbage made the kitchen smell bad', 'I took the garbage out')]","[('I took the garbage out', 'The garbage made the kitchen smell bad')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5956,"The Unforgiving World Tour was a concert tour by Dutch symphonic metal band Within Temptation in support of their fifth studio album , `` The Unforgiving '' , released by Roadrunner Records on 25 March 2011 .",ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,implicit,No,,2b,"[('to support their fifth studio album ‚Äòthe unforgiving‚Äô', 'within temptation launched the unforgiving world tour')]","[('The Unforgiving World Tour', 'support of their fifth studio album')]",['implicit'],['intrasentential'],0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
6338,"So if the Market Price RAD is $400,000 and you pay $200,000, you will pay the remaining $200,000 at 5.54 per cent interest as a daily fee, which is $30.36 a day.",fincausal.csv,Intrasentencial,implicit,No,,2b,"[('unpaid $200,000 at 5.54% interest', 'daily fee of $30.36')]","[('you pay $200,000', 'you will pay the remaining $200,000 at 5.54 per cent interest as a daily fee'), ('you will pay the remaining $200,000 at 5.54 per cent interest as a daily fee', 'which is $30.36 a day')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4534,"Aware of the <e1>suffering</e1> caused by <e2>exploitation</e2>, social injustice, stealing, and oppression, I am committed to cultivate loving kindness and learn ways to work for the well-being of people, animals, plants, and minerals.",Semeval2010Task8.csv,intrasentencial,explicit,Yes,['caused'],2e,"[('exploitation', 'suffering'), ('social injustice', 'suffering'), ('stealing', 'suffering'), ('oppression', 'suffering')]","[('exploitation', 'suffering')]",['explicit'],['intrasentential'],0.25,False Negative,0.25,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4459,"Peter DaPuzzo , head of retail equity trading at Shearson Lehman Hutton , acknowledges that he was n't troubled by program trading when it began in the pre-crash bull market because it added liquidity and people were pleased to see stock prices rising .",ECI-B_CTB_EN.csv,intrasentencial,explicit,Yes,['because'],2e,"[('added liquidity', 'pre-cash trading market'), ('added liquidity', 'rise of stock prices')]","[('program trading added liquidity', 'people were pleased to see stock prices rising'), ('people were pleased to see stock prices rising', ""Peter DaPuzzo wasn't troubled by program trading"")]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,False Negative / Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4360,"Given that both waking up late and heavy traffic contribute to arriving on time, and in this scenario, there's no traffic, waking up on time (changing one of the conditions known to result in timely arrival) would logically reduce the likelihood of arriving on time.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,['result in'],2e,"[('waking up late', 'arriving on time'), ('heavy traffic', 'arriving on time'), ('waking up on time with no heavy traffic', 'less likely to arrive on time')]","[('waking up late', 'arriving on time'), ('heavy traffic', 'arriving on time'), ('waking up on time (changing one of the conditions known to result in timely arrival)', 'logically reduce the likelihood of arriving on time')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.67,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7136,"Extending scenario 78, Following a city's investment in smart street lighting, there was a reduction in energy consumption and improved public safety. During the same period, there was a rise in community safety initiatives and advancements in renewable energy use.",causalnet.csv,Intersentencial,implicit,Yes,,2h,"[('investment in smart street lighting', 'reduction in energy consumption and improved public safety.'), ('investment in smart street lighting', 'a rise in community safety initiatives and advancements in renewable energy use.')]","[(""Following a city's investment in smart street lighting"", 'reduction in energy consumption'), (""Following a city's investment in smart street lighting"", 'improved public safety')]","['implicit', 'implicit']","['intersentential', 'intersentential']",0.67,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3839,"Lohan caused a stir on Thursday after she checked out of Morningside Recovery after only a few minutes , risking jail time with a probation violation .",ECI-B_ESC_EN.csv,intrasentencial,explicit,No,['caused'],2a,"[('lohan checked out of morningside recovery after only a few minutes', '')]","[('Lohan caused a stir on Thursday after she checked out of Morningside Recovery after only a few minutes', 'risking jail time with a probation violation')]",['explicit'],['intrasentential'],0,Hallucination of totally new sentence,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
7411,"Google has confirmed that it is restricting the types of election-related questions users can ask its AI chatbot Gemini in preparation for elections happening around the world, including in India. This move aims to avoid controversy over AI technology, particularly in light of concerns about misinformation and the need for regulation.",causalprobe.csv,Intersentencial,implicit,Yes,,2h,"[('""elections happening around the world"" (contextual trigger)', '""restricting election-related questions on gemini"" (action taken)'), ('""concerns about misinformation and regulation"" (underlying motivation)', '""restricting election-related questions on gemini"" (action taken)')]","[('Google has confirmed that it is restricting the types of election-related questions users can ask its AI chatbot Gemini', 'avoid controversy over AI technology'), ('Google has confirmed that it is restricting the types of election-related questions users can ask its AI chatbot Gemini', 'need for regulation')]","['implicit', 'implicit']","['intersentential', 'intersentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5390,"By ensuring that everyone likes spicy food, and given that the probability of cholera amongst those who like spicy food is significantly lower (21%), an intervention would clearly decrease the likelihood of cholera contraction across the population.",CausalBench_Text_Part.csv,Intrasentencial,implicit,No,,2b,"[('intervention ensures everyone likes spicy food', 'cholera contraction probability decreases')]","[('everyone likes spicy food', 'probability of cholera amongst those who like spicy food is significantly lower (21%)'), ('probability of cholera amongst those who like spicy food is significantly lower (21%)', 'intervention would clearly decrease the likelihood of cholera contraction across the population')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4572,"<e1>Fatigue</e1> <e2>corrosion</e2> and stress corrosion are similar, as both are caused by external stresses applied to the pipe and occur inside of the pipe.",Semeval2010Task8.csv,intrasentencial,explicit,Yes,['caused'],2e,"[('external stresses applied to the pipe', 'fatigue corrosion'), ('external stresses applied to the pipe', 'stress corrosion')]","[('external stresses applied to the pipe', 'Fatigue'), ('external stresses applied to the pipe', 'corrosion'), ('external stresses applied to the pipe', 'stress corrosion')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.7
5461,"An intervention ensuring a consistently positive mood potentially stabilizes one variable (mood), highlighting the direct impact of my decision on penguin survival (observed under Method 1), thus maintaining the correctness of using Method 1 over Method 2 which separates the cases based on mood.",CausalBench_Text_Part.csv,Intrasentencial,implicit,No,,2b,"[('intervention ensures positive mood', 'penguin survival')]","[('An intervention ensuring a consistently positive mood', 'potentially stabilizes one variable (mood)'), ('An intervention ensuring a consistently positive mood', 'highlighting the direct impact of my decision on penguin survival (observed under Method 1)'), ('maintaining the correctness of using Method 1 over Method 2', 'separates the cases based on mood')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8770,"""Women with prior hypertensive disorders of pregnancy were prone to higher BMI after delivery. This, in turn, led to greater cardiovascular disease risk as indicated by adverse blood lipid profiles. Comparison of anthropometric indices revealed that none surpassed BMI in predicting lipid-related CVD risk. Accordingly, BMI remains the preferred metric for postpartum CVD risk assessment.""",PubMed,Intersentential,explicit,Yes,"""were prone to"", ""in turn, led to"", ""Accordingly""",2g,"[('prior HDP', 'higher BMI'), ('higher BMI', 'greater CVD risk'), ('BMI performance', 'preferred metric for CVD risk assessment')]","[('Women with prior hypertensive disorders of pregnancy', 'preferred metric for postpartum CVD risk assessment'), ('higher BMI after delivery', ''), ('greater cardiovascular disease risk', ''), ('BMI', '')]","['explicit', 'explicit', 'explicit', 'explicit']","['intersentential', 'intersentential', 'intersentential', 'intersentential']",0,False Negative,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7068,"Further developing scenario 5, A coastal city noted a decrease in tourism despite recently winning an award for best beach destination. This period saw unusual jellyfish blooms and an international campaign promoting mountain vacations.",causalnet.csv,Intersentencial,implicit,Yes,,2h,"[('unusual jellyfish blooms and an international campaign promoting mountain vacations', 'decrease in tourism.'), ('unusual jellyfish blooms and an international campaign promoting mountain vacations', 'unusual jellyfish blooms and an international campaign promoting mountain vacations.')]","[('unusual jellyfish blooms', 'a decrease in tourism'), ('international campaign promoting mountain vacations', 'a decrease in tourism')]","['implicit', 'implicit']","['intersentential', 'intersentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4284,"Since both pathways (vaccine refusal or getting vaccinated) stemming from pre-conditions result in lactose intolerance, the presence of lactose intolerance strongly suggests the existence of pre-conditions as the common cause.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,"['Since', 'result in', 'cause']",2e,"[('vaccine removal', 'lactose intolerance'), ('getting vaccinated', 'lactose intolerance'), ('pre-conditions', 'lactose intolerance')]","[('both pathways (vaccine refusal or getting vaccinated) stemming from pre-conditions', 'lactose intolerance'), ('lactose intolerance', 'presence of lactose intolerance'), ('lactose intolerance', 'existence of pre-conditions'), ('lactose intolerance', 'common cause')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8284,My hand cramped up. I wrote the essay by hand.,copa,Intersentential,implicit,No,,2d,"[('I wrote the essay by hand', 'My hand cramped up')]","[('My hand cramped up', 'I wrote the essay by hand')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1945,"Although I'm too young to know the trauma caused by the Vietnam War and how it affected the men who were there, Ms. Roy does a wonderful job of portraying Sean's feelings without being overly dramatic.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused', 'affect', 'affected']",2a,"[('vietnam_war', 'trauma')]","[(""I'm too young to know the trauma caused by the Vietnam War"", ""Sean's feelings portrayed""), (""I'm too young to know the trauma caused by the Vietnam War"", 'how it affected the men who were there'), (""Ms. Roy does a wonderful job of portraying Sean's feelings"", '')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6816,"It received more offers , but the auction was surprisingly won by IMA , which bid $ 28 a share and asked Mr. Gilleland to stay on as an equity participant .",ECI-B_CTB_EN.csv,Intrasentencial,implicit,No,,2b,"[('"" ima‚Äôs bid of $28 a share and request for mr. gilleland to stay', 'ima won the auction.')]","[('It received more offers', 'the auction was surprisingly won by IMA'), ('IMA bid $ 28 a share', 'the auction was surprisingly won by IMA'), ('the auction was surprisingly won by IMA', 'Mr. Gilleland was asked to stay on as an equity participant')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5307,"The case mentions that both liking spicy food and the act of a chain-smoker lighting a match cause the forest to catch fire. Therefore, disliking spicy food, while other conditions remain the same (the smoker still lights a match), would not prevent the forest from burning down.",CausalBench_Text_Part.csv,intersentencial,explicit,Yes,"['cause', 'Therefore']",2g,"[('liking spicy food', 'forest catches fire'), ('chain-smoker lighting a match', 'forest catches fire'), ('disliking spicy food', 'forest still catches fire if smoker lights a match')]","[('liking spicy food', 'forest to catch fire'), ('the act of a chain-smoker lighting a match', 'forest to catch fire')]","['explicit', 'explicit']","['intersentential', 'intersentential']",0.67,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2708,"I think most parents understand the difference between an infection caused by a virus and an infection caused by a bacteria, and that only bacterial infections respond to antibiotics.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('bacteria', 'infection'), ('virus', 'infection'), ('infection', 'infection')]","[('an infection caused by a virus', 'most parents understand the difference'), ('an infection caused by a bacteria', 'most parents understand the difference'), ('bacterial infections', 'respond to antibiotics')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3234,"Over thirty years ago, Randle et al. (12, 13) demonstrated that FFAs compete with glucose for oxidation in isolated rat heart and diaphragmatic muscle preparations, and they speculated that increased fat oxidation may cause the insulin resistance associated with diabetes and obesity.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,['cause'],2e,"[('obesity', 'insulin_resistance'), ('diabetes', 'insulin_resistance')]","[('FFAs compete with glucose for oxidation in isolated rat heart and diaphragmatic muscle preparations', 'increased fat oxidation'), ('increased fat oxidation', 'insulin resistance associated with diabetes and obesity')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
629,"""DNase enzymes help because white blood cells accumulate in the mucus , and , when they break down , they release DNA , which adds to the ' stickiness ' of the mucus .""",medcaus.csv,Intrasentencial,explicit,No,"['cause', 'because']",2a,"[('because white blood cells accumulate in the', '`` DNase enzymes')]","[('DNase enzymes help', 'white blood cells accumulate in the mucus'), ('white blood cells accumulate in the mucus', 'they break down'), ('they break down', 'they release DNA'), ('they release DNA', ""which adds to the ' stickiness ' of the mucus"")]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1345,"In particular see the ""Undercounting"" section at Casualties of the conflict in Iraq since 2003 which lists many examples of how the media, hospitals, morgues, government, etc. miss some of the deaths caused by the war.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('war', 'deaths')]","[('the war', 'miss some of the deaths')]",['explicit'],['intrasentential'],0,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5945,"With Dacia quelled , Trajan subsequently invaded the Parthian empire to the east , his conquests expanding the Roman Empire to its greatest extent .",ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,implicit,Yes,,2f,"[('dacia was quelled', 'trajan invaded the parthian empire'), ('trajan‚Äôs conquests', 'the roman empire reached its greatest extent')]","[('Dacia quelled', 'his conquests expanding the Roman Empire to its greatest extent'), ('Trajan subsequently invaded the Parthian empire to the east', '')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4295,"Despite upgrading education levels, the lack of active confounders and being far from a college means the high salary determinants (both confounder activity and college proximity) aren't met, suggesting that simply having a higher education alone, under these non-ideal conditions, wouldn't result in a high salary.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,['result in'],2e,"[('high education level', 'high salary'), ('active confounder present', 'increases chance of high salary'), ('close proximity to a college', 'increases chance of high salary')]","[('the lack of active confounders and being far from a college', ""simply having a higher education alone, under these non-ideal conditions, wouldn't result in a high salary""), (""high salary determinants (both confounder activity and college proximity) aren't met"", '')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1892,"Antioxidants may still have beneficial affects on other parts of the body, says Dr. The molecules, for example, have been shown in some animal studies to protect the arteries from atherosclerosis and the pancreas and other organs from damage caused by diabetes.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused', 'affect', 'affects']",2a,"[('diabetes', 'damage')]","[('Antioxidants', 'have beneficial affects on other parts of the body'), ('molecules', 'protect the arteries from atherosclerosis'), ('molecules', 'protect the pancreas and other organs from damage caused by diabetes'), ('damage caused by diabetes', 'protect the pancreas and other organs')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2929,"Because stress and depression are a leading cause of hair loss, it is important to eat healthy, take in fresh fruits and vegetables for their hair-building vitamins, and to exercise which improves blood circulation to the scalp.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'because']",2e,"[('stress', 'hair_loss'), ('depression', 'hair_loss')]","[('stress and depression', 'hair loss'), ('eating healthy', 'improves blood circulation to the scalp'), ('taking in fresh fruits and vegetables', 'improves blood circulation to the scalp'), ('exercising', 'improves blood circulation to the scalp')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3275,"Spinal cord injuries are often caused by negligence on the part of someone other than the victim (i.e. falls on dangerous premises, automobile accidents caused by negligent driving, sports injuries due to defective equipment, etc.).",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused', 'driving', 'due to']",2e,"[('negligent_driving', 'automobile_accidents'), ('negligence', 'spinal_cord_injuries')]","[('negligence on the part of someone other than the victim', 'spinal cord injuries'), ('falls on dangerous premises', 'spinal cord injuries'), ('automobile accidents caused by negligent driving', 'spinal cord injuries'), ('sports injuries due to defective equipment', 'spinal cord injuries')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
417,"But if, from God's perspective, the faith that saves is a faith apart from works, but, from man's perspective, that faith results in good works which people can see, then there is bound to be a ""perspective difference"" in the description of saving faith.",CauseNet-noncause.csv,Intrasentencial,explicit,No,['results in'],2a,"[('faith', 'good_works')]","[('the faith that saves is a faith apart from works', ""there is bound to be a 'perspective difference' in the description of saving faith""), ('that faith results in good works which people can see', ""there is bound to be a 'perspective difference' in the description of saving faith"")]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,False Positive,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5748,"King said that when he broke the news yesterday to O'Brien , ""He asked why , and I told him that I just felt there were some things that took place that I don't think will change and we're going to make a change .",ECI-B_ESC_EN.csv,Intrasentencial,implicit,No,,2b,"[(""i just felt there were some things that took place that i don't think will change"", ""we're going to make a change"")]","[(""King broke the news to O'Brien"", ""O'Brien asked why""), (""King broke the news to O'Brien"", ""King told him that he just felt there were some things that took place that he doesn't think will change""), (""King broke the news to O'Brien"", ""they're going to make a change"")]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4380,"Since young age is contrasted with the old age scenario where a high bill leads to recovery, and knowing that old age generally causes low bills associated with recovery, it can be logically inferred that a young person with a high bill is not on the path to recovery, given the reversal of the cost condition associated with successful recovery in old age.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,"['Since', 'leads to', 'causes']",2e,"[('old age', 'low hospital bill'), ('low hospital bill in old age', 'recovery'), ('young age with high hospital bill', 'not recovery')]","[('young age', 'high bill leads to recovery'), ('old age', 'high bill leads to recovery'), ('old age', 'low bills associated with recovery'), ('young person with a high bill', 'not on the path to recovery')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1385,"If your injuries were caused by another party (a vehicle driver, fellow bicyclist, careless pedestrian, etc.), you may be able to bring a personal injury lawsuit to collect compensation.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused', 'drive']",2a,"[('party', 'injuries')]","[('your injuries were caused by another party (a vehicle driver, fellow bicyclist, careless pedestrian, etc.)', 'you may be able to bring a personal injury lawsuit'), ('you may be able to bring a personal injury lawsuit', 'collect compensation')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
770,"""These are typically classifiable as either playas or playa lakes because they are periodically flooded by either rain or flood events and then dry up during drier intervals , leaving accumulations of brines and evaporitic minerals .""",medcaus.csv,Intrasentencial,explicit,No,"['cause', 'because']",2a,"[('because they are periodically flooded by either rain or flood', '`` These are typically classifiable as either playas or playa')]","[('periodically flooded by either rain or flood events', 'they dry up during drier intervals'), ('periodically flooded by either rain or flood events', 'leaving accumulations of brines and evaporitic minerals')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2136,"Infections that lead to death are generally caused by tuberculosis, meningitis bacilli, systemic blood poisoning, or gangrene.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused', 'lead to']",2e,"[('infections', 'death'), ('tuberculosis', 'infections')]","[('tuberculosis', 'death'), ('meningitis bacilli', 'death'), ('systemic blood poisoning', 'death'), ('gangrene', 'death')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1911,"Mac, Danny and Dr. Hawkes investigate if her death was caused by the product that coated her -- but their case becomes even more complex when a second model is found dead in a cargo area staged outside of the fashion show.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('product', 'death')]","[('her death was caused by the product that coated her', 'Mac, Danny and Dr. Hawkes investigate'), ('a second model is found dead in a cargo area staged outside of the fashion show', 'their case becomes even more complex')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3910,"The <e1>clashes</e1> resulted in a great deal of bloodshed, including the <e2>deaths</e2> of at least 1200 civilians and 180 Pakistani soldiers.",Semeval2010Task8.csv,intrasentencial,explicit,No,['resulted in'],2a,"[('clashes', 'deaths of at least 1200 civilians and 180 pakistani soldiers')]","[('The clashes', 'a great deal of bloodshed'), ('a great deal of bloodshed', 'the deaths of at least 1200 civilians'), ('a great deal of bloodshed', '180 Pakistani soldiers')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2006,"""Studies have shown iron deficiency without anemia causes poor school performance and lower IQ in teenage girls , although this may be due to socioeconomic factors .""",medcaus.csv,Intrasentencial,explicit,Yes,"['cause', 'causes', 'due to']",2e,[],"[('iron deficiency without anemia', 'poor school performance'), ('iron deficiency without anemia', 'lower IQ')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
